fmid,market_name,street,city,county,state,zip,website,facebook,twitter,youtube,othermedia,season1date,season1time,season2date,season2time,season3date,season3time,season4date,season4time,x,y,location,has_organic,has_bakedgoods,has_cheese,has_crafts,has_flowers,has_eggs,has_seafood,has_herbs,has_vegetables,has_honey,has_jams,has_maple,has_meat,has_nursery,has_nuts,has_plants,has_poultry,has_prepared,has_soap,has_trees,has_wine,has_coffee,has_beans,has_fruits,has_grains,has_juices,has_mushrooms,has_petfood,has_tofu,has_wildharvested,accepts_credit,accepts_wic,accepts_wiccash,accepts_sfmnp,accepts_snap,updatetime,updatetime_unparsed
1008920,Bensonhurst,18th Ave between 81st & 82nd Streets,Brooklyn,New York,New York,11214,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,,07/07/2013 to 11/23/2013,Sun: 9:00 AM-4:00 PM;,,,,,,,-74.0109559,40.6155350,Other,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,2014-03-05T15:15:18+00:00,3/5/2014 3:15:18 PM
1009219,Benton City Community Market,806 Dale Ave.,Benton City,,Washington,99320,http://www.localharvest.org/benton-city-community-market-M18889,,,,,,,,,,,,,-119.487,46.2634,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2013
1000333,Benton Farmers Market,Huddleson,Benton,Franklin,Illinois,62812,,,,,,,,,,,,,,-90.363,39.4823,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1004458,Benton Farmers Market,Market Street side of Courthouse,Benton,Saline,Arkansas,72018,,,,,,,,,,,,,,-92.5884,34.5612,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1010815,Benton Farmers' Market,495 Simpson,Benton,Bossier,Louisiana,71006,http://www.bentonlafarmersmarket.com,Benton Farmers' Market,,,,05/31/2015 to 07/26/2015,Sun: 12:00 PM-4:00 PM;,,,,,,,-93.737025,32.694860,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,2015-02-09T16:03:49+00:00,2/9/2015 4:03:49 PM
1005291,Benton Harbor Farmers Market,Pipestone and Main St,Benton Harbor,Berrien,Michigan,49022,,www.facebook.com/bentonharborfarmersmarket,,,,07/08/2015 to 10/14/2015,Wed: 10:00 AM-3:00 PM;,,,,,,,-86.454635,42.115797,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2015-04-02T14:35:41+00:00,4/2/2015 2:35:41 PM
1012718,Bentonville Farmers Market - Saturday,100 N Main St,Bentonville,Benton,Arkansas,72712,http://www.downtownbentonville.org/farmersmarket,https://www.facebook.com/BentonvilleFarmersMarket,,,,04/23/2016 to 10/29/2016,Sat: 7:00 AM-1:00 PM;,,,,,,,-94.2088160,36.3723485,,,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,2016-07-21T17:47:03+00:00,7/21/2016 5:47:03 PM
1010940,Bentonville Farmers Market - Wednesday,1101 SW Citizens Cr,Bentonville,Benton,Arkansas,72712,http://downtownbentonville.org/events/farmers-market/,https://www.facebook.com/BentonvilleFarmersMarket,,,,05/06/2015 to 10/28/2015,Wed: 2:30 PM-7:00 PM;,,,,,,,-94.225177,36.330894,,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,2015-03-19T14:56:08+00:00,3/19/2015 2:56:08 PM
1012011,Berea Farmer's Market,416 Chestnut St.,Berea,Madison,Kentucky,40403,http://bereafarmersmarket.org/,https://www.facebook.com/bereafarmersmarket/,https://twitter.com/BereaFarmMarket,,,04/09/2016 to 10/31/2016,Tue: 3:00 PM-6:00 PM;Sun: 9:00 AM-1:00 PM;,,,,,,,-84.2974770,37.5682107,,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,True,2016-06-16T16:09:05+00:00,6/16/2016 4:09:05 PM
1009491,Berkeley Lakeside Market,4043 South Berkeley Lake Rd,Berkeley Lake,,Georgia,30096,http://www.berkeleylakesidemarket.mudfairyfarm.com/,https://www.facebook.com/BerkeleyLakesideMarket,,,,,,,,,,,,-84.1883,33.9851,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2013
1005183,Berkeley Springs Farmers Market,Fairfax Street at Washington Street,Berkeley Springs,Morgan,West Virginia,25411,http://www.berkeleyspringsfarmersmarket.com,https://www.facebook.com/pages/Berkeley-Springs-Farmers-Market/354062496235,,,,04/07/2013 to 12/15/2013,Thu: 2:00 PM-5:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,-78.227638,39.626698,Closed-off public street,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,2014-03-13T15:37:06+00:00,3/13/2014 3:37:06 PM
1019005,Berkey Farmers Market,12290 Sylvania-Metamora Rd,Berkey,Lucas,Ohio,43504,,,,,,05/26/2018 to 10/31/2018,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.839418,41.715538,,,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2018-03-13T16:09:13+00:00,3/13/2018 4:09:13 PM
1007371,Berkshire - Rome Vendors' Market,101 block West Dominick,Rome,Oneida,New York,13440,,,,,,05/02/2014 to 11/07/2014,Fri: 9:00 AM-5:00 PM;,,,,,,,-75.458307,43.210056,Private business parking lot,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,2014-03-20T09:51:58+00:00,3/20/2014 9:51:58 AM
1004320,Berkshire Area Farmers Market,Mall Road,Lanesboro,Berkshire,Massachusetts,,,,,,,May to November,Wed:8:00 AM - 2:00 PM;Sat:8:00 AM - 2:00 PM;,,,,,,,-73.207,42.49,Other,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,2012-08-14T14:51:10+00:00,8/14/2012 2:51:10 PM
1005773,Berkshire Grown Winter Farmers' Market Great Barrington,313 Monument Valley Road,Great Barrington,Berkshire,Massachusetts,01230,http://berkshiregrown.org/programs/winter-farmers-markets/,https://www.facebook.com/BerkshireGrown,,,,11/19/2016 to 02/18/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,-73.3288593,42.2441394,,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,True,2016-03-28T13:46:37+00:00,3/28/2016 1:46:37 PM
1011835,Berkshire Grown Winter Farmers' Market- Williamstown,Williams College Field House- Latham Street,Williamstown,Berkshire,Massachusetts,01267,http://berkshiregrown.org/programs/winter-farmers-markets/,https://www.facebook.com/BerkshireGrown,,,,11/20/2016 to 12/18/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.2035441,42.7088388,,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,2016-03-28T13:45:31+00:00,3/28/2016 1:45:31 PM
1001622,"Berkshire Harmony Downtown Pittsfield Farmers Markets, Music, and Creative Arts Fair","Foote Farm, 51 Holmes Road",Pittsfield,Berkshire,Massachusetts,01201,http://www.berkshireharmony.com,,,,,May to October,Tue:2:00 PM - 6:00 PM;Thu:2:00 PM - 8:00 PM;Sat:9:00 AM - 1:00 PM;,,,,,,,-73.253489,42.448217,Other,,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2012-05-24T14:52:23+00:00,5/24/2012 2:52:23 PM
1007659,Berlin  Farmers' Market,N. Main & West St.- Downtown Historic Berlin,Berlin,Worcester,Maryland,21811,http://www.berlinchamber.org/event-farmers-market,,,,,,,,,,,,,-76.8194,39.0641,,,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2011-07-24T09:17:13+00:00,7/24/2011 9:17:13 AM
1011942,Berlin Farmers & Artists Market,N State Street and E Huron St,Berlin,Green Lake,Wisconsin,54923,http://berlinwi.wix.com/market,https://www.facebook.com/Berlin.WI.FarmersMarket/,,https://www.youtube.com/channel/UC3KCiT-hRPL-_YUduEUIuvw,,06/07/2016 to 08/30/2016,Tue: 4:00 PM-7:30 PM;,,,,,,,-88.942278,43.968876,,,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,2016-05-09T14:06:52+00:00,5/9/2016 2:06:52 PM
1012087,BERLIN FARMERS MARKET,,Berlin,Hartford,Connecticut,06037,,https://www.facebook.com/Berlin-Farmers-Market-Berlin-Ct-390030617712122/,,,,06/11/2016 to 09/24/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.786014,41.643845,,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,2016-06-28T19:20:58+00:00,6/28/2016 7:20:58 PM
1011252,Berlin Local Works Farmers' Market,Pleasant St. Rt16S,Berlin,Coos,New Hampshire,03570,http://www.wrenworks.org,https://www.facebook.com/berlin.farmersmarket,,,,06/25/2015 to 09/17/2015,Thu: 3:00 PM-7:00 PM;,,,,,,,-71.183060,44.469527,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,2015-06-17T19:12:13+00:00,6/17/2015 7:12:13 PM
1001424,Bernardston Farmers' Market,58 Church St.,Bernardston,Franklin,Massachusetts,01337,,https://www.facebook.com/pages/Bernardston-Farmers-Market-Sat-10-1/250630118284345,,,,05/31/2014 to,Sat: 10:00 AM-1:00 PM;,,,,,,,-72.5489526,42.6710011,"Faith-based institution (e.g., church, mosque, synagogue, temple)",True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,2014-04-24T09:18:13+00:00,4/24/2014 9:18:13 AM
1011221,Bernice Garden Farmers' Market,1401 S Main Street,Little Rock,Pulaski,Arkansas,72202,http://www.thebernicegarden.org/?portfolio=farmers-market,https://m.facebook.com/pages/Bernice-Garden-Farmers-Market/192032990911029?fref=ts,,,,03/22/2015 to 11/22/2015,Sun: 10:00 AM-2:00 PM;,,,,,,,-92.2725650,34.7350179,,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,2015-06-09T01:40:24+00:00,6/9/2015 1:40:24 AM
1002802,Berrien County farmer's market,Marion Street,Nashville,Berrien,Georgia,31639,http://www.Better hometown.com,,,,,,Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,04/01/2014 to 12/01/2014,Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,-83.245211,31.206709,Private business parking lot,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2014-04-04T14:09:32+00:00,4/4/2014 2:09:32 PM
1010605,Berry's Produce & Country Market,1415  W. Brumfield Ave.,Princeton,Gibson,Indiana,47670,,,,,,,,,,,,,,-87.583806,38.357542,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2014-09-25T00:03:49+00:00,9/25/2014 12:03:49 AM
1011447,Berryessa Farmers' Market,1376 Piedmont Road,San Jose,Santa Clara,California,95132,http://www.pcfma.org,www.facebook.com/BerryessaFarmersMarket,www.twitter.com/PacCoastFarmers,,,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-121.847368,37.402040,,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,2015-07-20T14:02:27+00:00,7/20/2015 2:02:27 PM
1004403,berryville farmers' market,,berryville,Carroll,Arkansas,72616,,https://www.facebook.com/pages/Berryville-Farmers-market/406568499439280,,,,04/01/2014 to 10/01/2014,Sat: 7:00 AM-12:00 PM;,,,,,,,-93.567287,36.364472,,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,2016-06-28T11:51:58+00:00,6/28/2016 11:51:58 AM
1011149,Berthoud Local Farmers Market,620 Mountin Ave.,Berthoud,Larimer,Colorado,80513,http://berthoudlocal.org,facebook.com/berthoudlocal,,,,06/25/2016 to 09/24/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-105.082636,40.305329,,,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,2016-06-27T14:47:50+00:00,6/27/2016 2:47:50 PM
1011685,Berwick Winter Farmers' Market,11 Sullivan Square,Berwick,York,Maine,03901,https://berwickfarmersmarket.wordpress.com/,https://www.facebook.com/berwickmainefarmersmarket,,,,11/20/2016 to 04/23/2017,Sun: 10:00 AM-1:30 PM;,,,,,,,-70.8649912,43.2668068,,,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,2016-07-12T18:10:12+00:00,7/12/2016 6:10:12 PM
1010832,Berwyn Township Farmer's Market,"Lesak Park, 6600 W. 26th Street",Berwyn,Cook,Illinois,60402,http://berwyntownshipfarmersmarket.org/,Berwyn Township Farmers' Market,,,,06/14/2015 to 10/25/2015,Sun: 10:00 AM-2:00 PM;,,,,,,,-87.7882889,41.8433103,,,True,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,2015-02-20T09:45:51+00:00,2/20/2015 9:45:51 AM
1018067,Bessemer Farmers Market at Medical West,995 9th Ave. SW,Bessemer,Jefferson,Alabama,35022,https://www.bessemerfarmersmarket.com/,https://www.facebook.com/BessemerFarmersMarket,,,https://www.instagram.com/bessemer_farmers_market/,06/05/2017 to 09/28/2017,Mon: 11:00 AM-2:00 PM;,,,,,,,-86.990601,33.372342,,,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,2017-06-15T09:33:04+00:00,6/15/2017 9:33:04 AM
1016774,Bethany Beach Farmers' Market,Garfield Pky and Pennsylvania Ave,Bethany Beach,Sussex,Delaware,19930,http://www.bethanybeachfarmersmarket.com/,bethany beach farmers market,,,,,Sun: 8:00 AM-12:00 PM;,,,,,,,-75.057403,38.538292,,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,2016-11-27T09:55:16+00:00,11/27/2016 9:55:16 AM
1005277,Bethany Farmers Market,711 Amity Rd,Bethany,New Haven,Connecticut,06524,http://www.bethanyfarmersmarket.com,https://www.facebook.com/pages/Bethany-CT-Farmers-Market/171830646224253,,,,07/02/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.9914827,41.4385519,,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,2016-06-27T22:01:46+00:00,6/27/2016 10:01:46 PM
1007052,Bethany Farmers Market,Parking Lot Asbury & 38th,Bethany,Oklahoma,Oklahoma,,,,,,,,,,,,,,,-97.5095,35.584,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2012-03-01T10:14:40+00:00,3/1/2012 10:14:40 AM
1010111,Bethany Farmers' Market,3606 Miller St.,Bethany,Harrison,Missouri,64424,,,,,,04/26/2014 to 10/25/2014,Sat: 7:30 AM-;,06/28/2014 to 09/27/2014,Wed: 3:30 PM-;Sat: 7:30 AM-;,,,,,-94.017747,40.264977,Private business parking lot,,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2014-05-06T20:19:22+00:00,5/6/2014 8:19:22 PM
1003666,Bethel Farmers Market,2 Parkway,Bethel,Oxford,Maine,04217,http://www.bethelfarmersmarket.com,https://www.facebook.com/pages/Bethel-Farmers-Market/154633517928274,,,,May to October,Sat:9:00 AM - 1:00 PM;,,,,,,,-70.794075,44.412018,Private business parking lot,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2012-04-30T15:13:32+00:00,4/30/2012 3:13:32 PM
1004386,Bethel Farmers Market,Bethel Band Shell Common,Bethel,Windsor,Vermont,05089,,,,,,,,,,,,,,-72.6461,43.8444,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1007462,Bethel Farmers Market,"Rte 6, Bethel & Fairfield County Ext Service Bldg.",Bethel,Fairfield,Connecticut,06801,,,,,,,,,,,,,,-73.3838,41.4149,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1000745,Bethesda - Farm Women's Market,7155 Wisconsin Avenue,Bethesda,Montgomery,Maryland,20814,http://www.farmwomensmarket.com,https://www.facebook.com/pages/Bethesda-Farm-Womens-Market/697706890333533,https://twitter.com/BethFWM,https://youtu.be/0bs5rEYAZYQ,,01/01/2015 to 12/31/2015,Wed: 7:00 AM-4:00 PM;Fri: 7:00 AM-4:00 PM;Sat: 7:00 AM-4:00 PM;Sun: 8:00 AM-4:00 PM;,,,,,,,-77.09232,38.98105,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,2015-07-28T15:23:18+00:00,7/28/2015 3:23:18 PM
1010406,Bethesda Central Farm Market,7600 Arlington Road,Bethesda,Montgomery,Maryland,20814,http://www.centralfarmmarkets.com,www.facebook.com/CentralFarmMarkets,@CentralFarmMKTs,,http://dishingthedirtblog.wordpress.com/,01/04/2015 to 03/29/2015,Sun: 10:00 AM-1:30 PM;,04/05/2015 to 12/27/2015,Sun: 9:00 AM-1:30 PM;,,,,,-77.099203,38.987028,,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False,2015-03-23T22:00:25+00:00,3/23/2015 10:00:25 PM
1012494,Bethlehem Farmers' Market,Intersection of New and Morton Streets,Bethlehem,Lehigh,Pennsylvania,18015,http://www.bethlehemfarmersmarket.com,facebook.com/BethlehemFarmersMarketPA,twitter.com/BethFarmMkt,,instagram.com/bethlehemfarmersmarket,05/05/2016 to 10/27/2016,Thu: 11:00 AM-3:00 PM;,,,,,,,-75.3784029,40.6098058,,False,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,2016-07-12T14:16:56+00:00,7/12/2016 2:16:56 PM
1018161,Bettendorf Farmers' Market,2117 State St.,Bettendorf,Scott,Iowa,52722,http://mvgrowers.com,Mississippi Valley Growers farmers Market,,,,05/01/2017 to 10/30/2017,Mon: 2:30 AM-5:30 AM;Thu: 2:30 AM-5:30 AM;,,,,,,,-90.501985,41.525159,,,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,2017-06-20T13:58:41+00:00,6/20/2017 1:58:41 PM
1005222,Better Lives Today Farmers' Market,"222 S. Pine, Pine and McClurg",Richland,Pulaski,Missouri,65556,http://www.betterlivestoday.org,,,,,May to August,Sat:8:00 AM - 12:00 PM;,,,,,,,-92.4043396,37.8569838,,,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2012-06-05T11:22:29+00:00,6/5/2012 11:22:29 AM
1018779,Beverly Farmers Market,"Veterans Memorial Park, Rantoul St. and Railroad Ave.",Beverly,Essex,Massachusetts,01915,https://www.beverlyfarmersmarket.org/,https://www.facebook.com/beverlyfarmersmarket,https://twitter.com/BevFarmersMkt,,https://www.instagram.com/beverlyfarmersmarket/,06/12/2017 to 10/02/2017,Mon: 3:00 PM-7:00 PM;,,,,,,,-70.8848378,42.5469549,,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,True,2017-08-04T12:04:14+00:00,8/4/2017 12:04:14 PM
1001460,Beverly Hills Farmers Market,9300 Civic Center Drive,Beverly Hills,Los Angeles,California,90210,http://www.beverlyhills.org/farmersmarket,https://www.facebook.com/BHFarmersMarket,,,,01/01/2013 to 12/31/2013,Sun: 9:00 AM-1:00 PM;,,,,,,,-118.398907,34.074257,Closed-off public street,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,2014-03-17T10:52:28+00:00,3/17/2014 10:52:28 AM
1018429,BeWell Mauldin Market,101 East Butler Road,Mauldin,Greenville,South Carolina,29662,http://www.mauldinculturalcenter.org/events/amphitheater-season/mauldin-market/,https://www.facebook.com/mauldinmarket/,,,https://www.instagram.com/mauldinmarket/,06/03/2017 to 08/26/2017,Sat: 8:00 AM-12:00 PM;,,,,,,,-82.306386,34.780092,,,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2017-06-27T13:33:19+00:00,6/27/2017 1:33:19 PM
1009978,Bexley Farmers' Market,2111 East Main Street,Bexley,Franklin,Ohio,43209,http://www.bexleyfarmersmarket.com,https://www.facebook.com/bexleyfarmersmarket,https://twitter.com/BexleyMarket,N/A,N/A,05/15/2014 to 10/30/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-82.942547,39.957118,Private business parking lot,,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,2014-04-19T18:14:56+00:00,4/19/2014 6:14:56 PM
1004627,Bibb County Farmers Market,155 Birmingham Highway,Centreville,Bibb,Alabama,35042,,,,,,,,,,,,,,-87.1386,32.9446,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1005949,Big Bear Farmers Market,42900 Big Bear Blvd,City of Big Bear Lake,San Bernardino,California,92315,http://www.highdesertfarmersmarket.com,https://www.facebook.com/BigBearFarmersMarket,,,,04/01/2014 to 09/30/2014,Tue: 8:30 AM-1:00 PM;,,,,,,,-116.866864,34.261220,Private business parking lot,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True,True,True,True,2014-03-24T18:23:03+00:00,3/24/2014 6:23:03 PM
1002540,Big Flats Community Market,476 Maple Street,,Chemung,New York,,,,,,,,,,,,,,,-73.945,40.6612,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2013-06-25T21:15:45+00:00,6/25/2013 9:15:45 PM
1011915,Big Horn Basin Farmers Market Cody,720 Sheridan Ave,Cody,Park,Wyoming,82414,http://basinmarket.com,https://www.facebook.com/BigHornBasinFarmerMarket/,,,,06/09/2016 to 10/27/2016,Thu: 4:30 PM-6:30 PM;,,,,,,,-109.0742033,44.5242379,,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2016-05-03T15:46:03+00:00,5/3/2016 3:46:03 PM
1011917,Big Horn Basin Farmers Market Powell,351 West 2nd Street,Powell,Park,Wyoming,82435,http://basinmarket.com,https://www.facebook.com/BigHornBasinFarmerMarket/,,,,06/13/2016 to 10/24/2016,Mon: 4:30 PM-6:30 PM;,,,,,,,-108.7626956,44.7542031,,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2016-05-03T15:39:55+00:00,5/3/2016 3:39:55 PM
1005765,Big Ivy Tailgate Market,540 Dillingham Rd,Barnardsville,Buncombe,North Carolina,28709,,,,,,,,,,,,,,-82.4319,35.7599,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1007345,Big Rapids Farmers' Market,310 North Fourth Ave.,Big Rapids,Mecosta,Michigan,49307,,,,,,,,,,,,,,-85.4752,43.7046,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
1000700,Big Red Barn Farmers Market,605 Morgan Street,Davenport,Lincoln,Washington,99122,http://www.bigredbarnfarmersmarket.blogspot.com,https://www.facebook.com/BRBFarmersMarket,,,,06/21/2013 to 10/11/2013,Fri: 3:00 PM-7:00 PM;,,,,,,,-118.150018,47.653904,Local government building grounds,,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,2013-06-10T19:14:07+00:00,6/10/2013 7:14:07 PM
1005730,Big Sky Farmers Market,Lone Peak Drive and Ousel Falls Rd.,Big Sky,Gallatin,Montana,59716,http://www.bigskytowncenter.com,,,,,July to September,Wed:5:00 PM - 8:00 PM;,,,,,,,-111.3103,45.2598,Other,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2012-05-19T13:49:57+00:00,5/19/2012 1:49:57 PM
1006345,Big Stone Gap Farmers Market,460 Shawnee Avenue,Big Stone Gap,Wise,Virginia,24219,http://www.appfma.org/markets/big-stone-gap,https://www.facebook.com/bsgfarmersmarket,,,,05/04/2013 to 10/05/2013,Sun: 9:30 AM-0:00 AM;,,,,,,,-82.7752448,36.8681813,Local government building grounds,,True,False,True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,2013-06-13T08:23:32+00:00,6/13/2013 8:23:32 AM
1001879,Big Timber Farmers Market,Corner of Anderson St. & 2nd Ave,Big Timber,Sweet Grass,Montana,59011,,,,,,,,,,,,,,-109.956,45.8351,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2009
